Domain name,Domain type,Agency,Organization name,City,State,Security contact email
africanamericanhistorymonth.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov
americanmemory.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov
americaslibrary.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov
asianpacificheritage.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov
blackhistorymonth.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov
ccb.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov
congress.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov
copyrightclaimsboard.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov
copyright.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov
crb.gov,Federal - Legislative,Library of Congress,Copyright Royalty Board,Washington,DC,security@loc.gov
crs.gov,Federal - Legislative,Library of Congress,Congressional Research Service,Washington,DC,security@loc.gov
currencyreaderapplication.gov,Federal - Legislative,Library of Congress,Library of Congress,WASHINGTON,DC,security@loc.gov
currencyreader.gov,Federal - Legislative,Library of Congress,Library of Congress,WASHINGTON,DC,security@loc.gov
digitalpreservation.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov
digitizationguidelines.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov
hispanicheritagemonth.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov
jewishheritage.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov
jewishheritagemonth.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov
law.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov
lctl.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov
libraryofcongress.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov
lis.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov
literacy.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov
loc.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov
loctps.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov
nativeamericanheritagemonth.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov
read.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov
section108.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov
thomas.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov
tps.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,(blank)
unitedstatescongress.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov
uscongress.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov
womenshistorymonth.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov
macpac.gov,Federal - Legislative,Medicaid and CHIP Payment and Access Commission,Medicaid and CHIP Payment and Access Commission,Washington,DC,IT.Support@macpac.gov
medpac.gov,Federal - Legislative,Medical Payment Advisory Commission,Medicare Payment Advisory Commission,Washington,DC,(blank)
compliance.gov,Federal - Legislative,Office of Congressional Workplace Rights,Congressional Office of Compliance,Washington,DC,mark.kruger@ocwr.gov
ocwr.gov,Federal - Legislative,Office of Congressional Workplace Rights,Office of Congressional Workplace Rights,Washington,DC,mark.kruger@ocwr.gov
coil.gov,Federal - Legislative,Open World Leadership Center,Congressional Office for International Leadership,Washington,DC,richard.martins@mail.house.gov
openworld.gov,Federal - Legislative,Open World Leadership Center,The Open World Leadership Center,Washington,DC,Richard.Martins@mail.house.gov
stennis.gov,Federal - Legislative,Stennis Center for Public Service,John C. Stennis Center for Public Service,Starkville,MS,(blank)
assistantdemocraticleader.gov,Federal - Legislative,The Legislative Branch,US House of Representatives,Washington,DC,richard.martins@mail.house.gov
cecc.gov,Federal - Legislative,The Legislative Branch,Congressional Executive Commission on China,Washington,DC,(blank)
china-commission.gov,Federal - Legislative,The Legislative Branch,Congressional-Executive Commission on China,Washington,DC,(blank)
chinacommission.gov,Federal - Legislative,The Legislative Branch,Congressional-Executive Commission on China,Washington,MD,(blank)
csce.gov,Federal - Legislative,The Legislative Branch,Commission on Security and Cooperation in Europe,Washington,DC,(blank)
democraticleader.gov,Federal - Legislative,The Legislative Branch,US House of Representatives,Washington,DC,(blank)
democraticwhip.gov,Federal - Legislative,The Legislative Branch,Democratic Whip's Office,Washington,DC,(blank)
democrats.gov,Federal - Legislative,The Legislative Branch,House Democratic Caucus,Washington,DC,(blank)
dems.gov,Federal - Legislative,The Legislative Branch,House Democratic Caucus,Washington,DC,(blank)
gop.gov,Federal - Legislative,The Legislative Branch,House Republican Conference,Washington,DC,(blank)
gopleader.gov,Federal - Legislative,The Legislative Branch,Office of the House Republican Leader,Washington,DC,(blank)
gopwhip.gov,Federal - Legislative,The Legislative Branch,US House of Representatives,Washington,DC,(blank)
housecommunications.gov,Federal - Legislative,The Legislative Branch,US House of Representatives,Washington,DC,(blank)
housedemocrats.gov,Federal - Legislative,The Legislative Branch,House Democratic Caucus,Washington,DC,(blank)
housedems.gov,Federal - Legislative,The Legislative Branch,House Democratic Caucus,Washington,DC,(blank)
housed.gov,Federal - Legislative,The Legislative Branch,US House of Representatives,Washington,DC,(blank)
house.gov,Federal - Legislative,The Legislative Branch,US House of Representatives,Washington,DC,(blank)
houselive.gov,Federal - Legislative,The Legislative Branch,US House of Representatives,Washington,DC,(blank)
housenewsletters.gov,Federal - Legislative,The Legislative Branch,US House of Representatives,Washington,DC,(blank)
jct.gov,Federal - Legislative,The Legislative Branch,"The Joint Committee on Taxation, United States Congress",Washington,DC,(blank)
majorityleader.gov,Federal - Legislative,The Legislative Branch,Office of the Majority Leader,Washington,DC,(blank)
majoritywhip.gov,Federal - Legislative,The Legislative Branch,Office of the Majority Whip,Washington,DC,(blank)
minoritywhip.gov,Federal - Legislative,The Legislative Branch,US House of Representatives,Washington,DC,(blank)
ppdcecc.gov,Federal - Legislative,The Legislative Branch,Congressional-Executive Commission on China,Washington,DC,(blank)
republicanleader.gov,Federal - Legislative,The Legislative Branch,US House of Representatives,Washington,DC,(blank)
republicans.gov,Federal - Legislative,The Legislative Branch,House Republican Conference,Washington,DC,(blank)
republicanwhip.gov,Federal - Legislative,The Legislative Branch,US House of Representatives,Washington,DC,(blank)
speaker.gov,Federal - Legislative,The Legislative Branch,Office of the Speaker,Washington,DC,(blank)
taxreform.gov,Federal - Legislative,The Legislative Branch,US House of Representatives,Washington,DC,(blank)
tmdbhouse.gov,Federal - Legislative,The Legislative Branch,US House of Representatives,Washington,DC,(blank)
ushouse.gov,Federal - Legislative,The Legislative Branch,US House of Representatives,Washington,DC,(blank)
ushr.gov,Federal - Legislative,The Legislative Branch,US House of Representatives,Washington,DC,(blank)
senate.gov,Federal - Legislative,United States Senate,US Senate,Washington,DC,saanoc2@saa.senate.gov
sen.gov,Federal - Legislative,United States Senate,US Senate,Washington,DC,saanoc2@saa.senate.gov
uscapitolpolice.gov,Federal - Legislative,U.S. Capitol Police,U.S. Capitol Police,Washington,DC,OIS-Security@uscp.gov
uscp.gov,Federal - Legislative,U.S. Capitol Police,U.S. Capitol Police,Washington,DC,(blank)
uscc.gov,Federal - Legislative,U.S.-China Economic and Security Review Commission,U.S.-China Economic and Security Review Commission,Washington,DC,(blank)
america250.gov,Federal - Legislative,U.S. Semiquincentennial Commission,United States Semiquincentennial Commission,Alexandria,VA,domain_security@america250.gov
usa250.gov,Federal - Legislative,U.S. Semiquincentennial Commission,United States Semiquincentennial Commission,Alexandria,VA,domain_security@america250.gov
ussemiquincentennial.gov,Federal - Legislative,U.S. Semiquincentennial Commission,United States Semiquincentennial Commission,Alexandria,VA,domain_security@america250.gov
whdpc.gov,Federal - Legislative,Western Hemisphere Drug Policy Commission,Western Hemisphere Drug Policy Commission,"Washington,",MD,mary.speck@whdpc.gov
